,Glance-EA-50-5,Glance-EA-50-10,Glance-EA-50-15,Glance-EA-50-20,Glance-EA-50-25,Glance-EA-50-30,Glance-EA-50-35,Glance-EA-50-40,Glance-EA-50-45,Glance-EA-50-50
hive-2.1.0,0.6671619058396392,0.641480884864088,0.6110918926392289,0.5836277705817229,0.5589552813092002,0.5394811918818373,0.5160356681631899,0.4996441069483046,0.4890996359246599,0.4828325857899155
ignite-1.4.0,0.6344190659785398,0.5821385296172242,0.5381570863637472,0.4950649335161579,0.4495632247735829,0.4066557997191783,0.3718938202774781,0.3510324550824267,0.336001568418573,0.3227714345302523
ignite-1.6.0,0.6310849857871154,0.577699469620332,0.5357853605473822,0.4932404526577099,0.4460791254280223,0.402047257534737,0.3721990635560894,0.3507139152475708,0.3341435529490089,0.318008884972126
log4j2-2.1,0.6665099591282413,0.6306143243734872,0.5919412201405108,0.5447787767581984,0.5069144605195871,0.4672418926666702,0.4396501164433161,0.4223737819724636,0.404483309582367,0.3856951321961157
log4j2-2.2,0.66642088749229,0.6317694271561497,0.593447645813528,0.5448224363901529,0.5081507313772367,0.4683660861610322,0.4420304001101463,0.426898989588891,0.4110336104450811,0.3906198107687641
log4j2-2.3,0.6687130496870786,0.6343248397745119,0.5956958616071785,0.5499330661821351,0.5103286553397712,0.4731232970936893,0.4470922917046747,0.4308725178938818,0.4142746445549552,0.3965385948181774
log4j2-2.4,0.6554398572610883,0.6120822398306264,0.565056470625627,0.5246656907557061,0.4833054245716093,0.4412694365248312,0.4159586974188566,0.3933363198046158,0.3753357958202714,0.3607349600338643
log4j2-2.5,0.6505059298919282,0.5933083063367655,0.5472301634288772,0.5057223898956064,0.4645019023084374,0.4311770613224638,0.4112517761950063,0.3885452821857763,0.3769116270498084,0.363595941248999
log4j2-2.6,0.6379696583034152,0.571447251079088,0.5106183856512267,0.4639428928224923,0.4237984211107493,0.3891924524198095,0.3697910092950537,0.3524689899898383,0.3466544545840481,0.3334174915967978
log4j2-2.7,0.644618334125546,0.5817448320215429,0.523248876480957,0.4718142736147922,0.4340024458620311,0.3919578645399612,0.3668560818476561,0.3451256792496438,0.3310683830648566,0.3143145320875677
log4j2-2.8,0.6635902723852415,0.6209967702552052,0.580667059785189,0.534135944795584,0.509805950814669,0.4766908775626671,0.45246582974919,0.4323621522116333,0.4151970712289458,0.4008219426373583
log4j2-2.9,0.6646767185434905,0.6163457884224731,0.5704899761352616,0.5263680821194754,0.5077072941365907,0.4791137898367804,0.4539459975879635,0.4293185179434499,0.4105509532870395,0.3993684036677661
log4j2-2.10,0.6631856294629647,0.6152802355798754,0.5693668684466291,0.5283038622734988,0.5060061781610795,0.4753523195854131,0.4477021405655428,0.424987103714202,0.4067413693943165,0.3951664367917741
mahout-0.4,0.6634366652306254,0.6146060250833247,0.5618266965111726,0.5152335911644177,0.4733938655295707,0.4378199474042504,0.4063485792089557,0.380028959764743,0.3643483230972495,0.3448914633405271
mahout-0.5,0.6594245821421699,0.6155823028838991,0.5719365834190172,0.5328143116282317,0.491325089879028,0.4661231934194192,0.4340590631816523,0.4123553045040745,0.3937513920340767,0.3781749465219855
mahout-0.6,0.6648968731725166,0.6264002626860932,0.5892878578712063,0.5456841692563832,0.5080535843365644,0.4770314009493504,0.445932836353427,0.423059569997086,0.397959694416392,0.3789185706691973
mahout-0.7,0.6679283374890896,0.6318975095618039,0.5964473118660392,0.5537996729810627,0.5236767684936009,0.4944936646376169,0.4642644455758303,0.439470973671934,0.4151504594188475,0.3948923528660369
mahout-0.8,0.6738079274055602,0.6418405778330781,0.6079375029624826,0.5830455275008056,0.5555589600603318,0.5313900756117377,0.5130716481853423,0.5013884355911662,0.4834313948675368,0.4675634925895043
mng-3.1.0,0.6595815623114396,0.6186848274950838,0.5804610622806282,0.5268810069504256,0.4455072280485021,0.4030042616407799,0.3713089291060314,0.3437844858855023,0.3261384320024326,0.3195640581097843
mng-3.2.0,0.660399426580253,0.6215195543933361,0.5832791380648118,0.5282097570488337,0.4579262112411443,0.423103994599151,0.394989125809507,0.3590893037057532,0.3420394182068512,0.3326642802523669
mng-3.3.0,0.661829695254043,0.6109460659463615,0.5754618265352723,0.4992764492916886,0.4343798353888921,0.3954054579329176,0.3608620491493071,0.3300535845192324,0.3110206442226217,0.3074315817263242
mng-3.5.0,0.6381915543115437,0.5832404691020301,0.55348154265723,0.4869328930573348,0.4023452922455561,0.3636813681320218,0.3399260932844341,0.282982684794254,0.2737219048375865,0.2565510613055689
mng-3.6.0,0.6389118645366173,0.5770122215295085,0.5528150191593143,0.4841737887490521,0.4060322965941697,0.3554283004607062,0.326518970248178,0.2634371611575307,0.2595829501860852,0.2471366728683023
nifi-1.2.0,0.6615309485932382,0.6207867303617071,0.5853892267553911,0.5492439556205573,0.5138680021982535,0.4870011353223226,0.463210184061279,0.4435350388078599,0.4302466751368257,0.4122520386617948
nifi-1.5.0,0.660757539067678,0.6225354399995068,0.5841872516800827,0.548049113844307,0.5117066910559235,0.4874024462967903,0.4663310677146236,0.4484705014125582,0.4361340547400067,0.422515899099097
nifi-1.8.0,0.6584825610023812,0.6223625779849765,0.5873861364328467,0.5559827653960533,0.5215288433770568,0.4946005387148864,0.4727811552466867,0.4538867516014835,0.4386168108614665,0.4246171442427905
nutch-1.3,0.6791850053740639,0.6383018136204107,0.6138764046334373,0.5839949140989588,0.5585161503801189,0.5254333103121753,0.5113270102752483,0.4899113946383839,0.4824367709998183,0.4805408734980307
nutch-1.4,0.6856646870227612,0.6456094295949804,0.6137712408060815,0.5914678142896392,0.5660948625057018,0.5415339281217737,0.5303246043606583,0.5064577302364409,0.4983078566143147,0.4959338880467687
nutch-1.5,0.6850738041376563,0.6474638090175436,0.627707351410235,0.6023916288245451,0.5753444454731231,0.5588390152488097,0.5455511600457651,0.5235459535457927,0.5167786459814177,0.5120798524418948
nutch-1.6,0.6870520697139748,0.6436391395417862,0.6150980285702461,0.596686938034417,0.5600435334976442,0.5325519735820571,0.5211802540514181,0.4979996187978109,0.4918838483128084,0.4878269367615899
nutch-1.7,0.6836370570829141,0.6452674884765031,0.6193118414851786,0.5975158516140351,0.5611664204680682,0.5385934854238001,0.5215548520650041,0.503217350819552,0.4994576535901964,0.4943517212236195
nutch-1.8,0.6722317118672695,0.6185766233482972,0.5900747056391831,0.5570199656125325,0.4988369134124022,0.4712943079333167,0.441576758239971,0.4217860111052776,0.4164691501678667,0.4123153826143449
nutch-1.9,0.6725510870548964,0.6199769404771095,0.5911853265832864,0.5538699600547892,0.510604083208802,0.4867011546207139,0.4549092471928648,0.4269891456332415,0.4201472964131831,0.4229908478134951
nutch-1.10,0.6661329368456901,0.6268129330571798,0.5869550306660516,0.566050615470565,0.531153993527788,0.5073609580597658,0.4812816309753996,0.4696243409248101,0.46218176973052,0.4505019277843535
nutch-1.12,0.6446810736322048,0.5932406253860649,0.5453271259538806,0.5124443034973805,0.4655412944095752,0.4238169906416986,0.3939500308012664,0.3758035895019358,0.3645161793401026,0.3541740678794357
nutch-1.13,0.6609409689215529,0.6105707603376692,0.553315449502941,0.5261269374548947,0.4885815597450929,0.4513251262723941,0.4156253894933231,0.3970871171001371,0.3879003030817973,0.3827547314053965
nutch-1.14,0.6565905354862075,0.6108283364701543,0.558345534878003,0.5361271497113206,0.5052968848611953,0.4713905319857152,0.4449613013091952,0.4240278323038213,0.4104627506582511,0.3984352081054414
nutch-1.15,0.6612451880797638,0.6397134324452536,0.6028850005151973,0.5683561648529384,0.5377985787728486,0.5128473875925851,0.4874002652826886,0.47992363553083,0.4687931862748801,0.4632201079197239
storm-0.9.3,0.6870357223997232,0.6674586740057937,0.645046542072599,0.62661442126557,0.6222180216528667,0.605044157015181,0.6018653526150293,0.5927184529544002,0.584265862250321,0.5798378256315645
storm-1.0.0,0.6774574122180346,0.6483146397857373,0.623057299565299,0.5934927419599327,0.5608681068067697,0.5335321425928595,0.5088422591179579,0.4932910476313555,0.4824683029810603,0.4747798782783817
storm-1.0.3,0.6583656707182741,0.6285178806075487,0.6023234643900899,0.5707301619362494,0.5309138342805009,0.5042118484432903,0.4845471236397203,0.4777205626530582,0.4573929368300491,0.4554739448894521
storm-1.0.5,0.639076200670009,0.6008612471409756,0.582736654491342,0.5314108996008431,0.4620815902472297,0.4326344385969186,0.404694374507311,0.3967921222637279,0.350458464705078,0.3296604663880051
tika-0.8,0.6852396094078592,0.6604944511571853,0.6302447890855518,0.5906053853412463,0.5530604610007167,0.5276582131520642,0.4947170032184824,0.4760129596399486,0.4597110016465104,0.4472367213087034
tika-0.9,0.6794918751443131,0.6456284989916758,0.6022297477349229,0.559519450730408,0.5147889817192542,0.4815659500678842,0.4500613238419246,0.4264965523089801,0.4089647557432212,0.3984429455552638
tika-0.10,0.6776935896714013,0.6432458334077873,0.6051111477590522,0.5668039239776788,0.5217409122314642,0.4877723395164535,0.4467598832660311,0.4099765979551868,0.3899473983959171,0.372622226648275
tika-1.1,0.6800388880851832,0.6457718876692822,0.6124856199283093,0.577298520655421,0.5390948800716218,0.5106895470822445,0.4758371748473678,0.4482160381087909,0.4297910050175137,0.4110014200442793
tika-1.3,0.6740819378921382,0.6336682575827023,0.6073693405690065,0.5695118496797197,0.5342129812577844,0.509353530987281,0.4795288481121919,0.4535837495133171,0.4336479515804937,0.4193835626471072
tika-1.5,0.6798533895890804,0.6490819427108363,0.6278340627442345,0.5902582316344268,0.5604129426026744,0.5338771945631829,0.5029168124085074,0.4775835950249151,0.4569001669129723,0.4409658077384663
tika-1.7,0.6751552160468237,0.6457283815210506,0.6209303345436439,0.5982734641716115,0.5707270466682313,0.5515395055195889,0.5271856676805026,0.5058634183153423,0.48859239780384,0.4692125682894266
tika-1.10,0.6682967673331734,0.6196927207640492,0.5738551334019856,0.5309341235027001,0.4995806871094479,0.4675845743992813,0.4339923985817629,0.3806837964117222,0.3590694096838713,0.3331270395878629
tika-1.13,0.6665568817536924,0.6163194688377552,0.5689261627188509,0.5205821115825665,0.4842297600872363,0.4511975276408993,0.4149105919591184,0.3540709138290057,0.3300468462707981,0.299814895604493
tika-1.15,0.6653110578532094,0.6078844963930565,0.5595196650068806,0.5062552176856939,0.452901718506175,0.4056520657895189,0.3624627599870225,0.3159127010699676,0.2914394747169685,0.2742725646159894
tika-1.17,0.6618169535360399,0.61704345753605,0.5589536673069496,0.4983196935291579,0.4569100892812237,0.4067312508176448,0.362862499813823,0.3025329897247583,0.2839048750138483,0.2727500481028862
ww-2.0.5,0.6462468375438526,0.5876305066043106,0.5217453012571892,0.4659829997952722,0.4188679304021931,0.3840049022888144,0.3624360603471211,0.3464738176310509,0.3317600276233817,0.3209379382845698
ww-2.0.10,0.6661795086777796,0.6204128137283804,0.5688875772635182,0.5120059065202536,0.455331890556831,0.4161336045503013,0.3904029066508046,0.3692714644774305,0.3513869067247249,0.3345866032153158
ww-2.1.1,0.6423755732358573,0.587716186734567,0.5299281168383837,0.4811578597546387,0.4340544032454456,0.4034093757025102,0.3812110682880212,0.367903289068825,0.3508874037564118,0.3369616882481846
ww-2.1.3,0.6454007672636624,0.5902013146036263,0.532981721568812,0.4880621980918108,0.4474743959939829,0.4141062408530713,0.3917604719064565,0.3776999101357426,0.3635877271376386,0.3490542719419675
ww-2.1.7,0.6499663162671158,0.5960568895256899,0.5455201692559766,0.5071644504187018,0.463925716797181,0.4373587506774702,0.4136848314222885,0.3956917118458871,0.3791785598027882,0.3607704228241583
ww-2.2.0,0.6582992405051709,0.60965555171339,0.5680880741330364,0.5262525136121624,0.4903480146694103,0.4605019741484941,0.4316120330087472,0.414857165386339,0.391851694890958,0.3713019262479188
ww-2.2.2,0.657790615555458,0.6127092480540163,0.5686831175473668,0.5254698826486581,0.4905949775436288,0.4677511666766293,0.4372707471440374,0.4170413423999811,0.3994358133939042,0.3836021564588374
ww-2.3.1,0.657848893434079,0.6116382515688986,0.5685949795203092,0.5281489517537584,0.4961632106465226,0.4687789888907057,0.4460995632284693,0.4309577815046344,0.4109822299088313,0.3951001421261661
ww-2.3.4,0.6546766387287354,0.6048845986260492,0.5583929003200259,0.5091014609454253,0.4723654738095901,0.4445671670148085,0.4307552171684599,0.4201123089108496,0.4066781908872231,0.3928597965717462
ww-2.3.10,0.6590861836341034,0.6089544020339059,0.5706895822653055,0.5273018023918357,0.4947069880261691,0.4748299304591412,0.4508921929174118,0.4352368845309757,0.4287989605907422,0.412630300820283
ww-2.3.15,0.6512891750744458,0.597665822645312,0.5562377619140476,0.5066529895940886,0.4695850728923342,0.4426161874701309,0.4169834346786656,0.4014985065581831,0.3911721363206062,0.3808360788061513
ww-2.3.17,0.6338895126250377,0.5756460764578074,0.5296365759150841,0.4859799513209049,0.4336125235386976,0.396982945511064,0.3772862867740091,0.3592754506590738,0.3430955801174227,0.3340757139868305
ww-2.3.20,0.6320153066725609,0.5682699739648748,0.525221615134942,0.4800422076200173,0.4210327427562211,0.3863477015249126,0.3637790956898591,0.3459609742682503,0.3287664342749821,0.3231363241074894
ww-2.3.24,0.6494171354560275,0.5876167150057708,0.5414554799990445,0.4915604963347861,0.4447430428224452,0.4058695161294436,0.3671886594635749,0.3355327391252485,0.3119006778466473,0.2993852697510343
zookeeper-3.5.1,0.6618060496527012,0.60889025453223,0.5690546473772914,0.526770847124254,0.4902758156619243,0.4650229139063328,0.437822487376392,0.4239958927705257,0.4118996607569538,0.4040660106618884
zookeeper-3.5.2,0.6635723414841584,0.617334473711941,0.5768624584651149,0.538440687036616,0.5041188549250776,0.4828642503414771,0.4564393964128689,0.4424535230738425,0.4320518017590811,0.4221997599700534
zookeeper-3.5.3,0.6284503685459014,0.5737540087549297,0.5489064546243925,0.510319481634996,0.4699079919740261,0.4564258767890716,0.4383436221172936,0.4159907493690012,0.4195984215566354,0.423863285902941
