NGram,NGram-C,TMI-LR,TMI-MNB,TMI-SVM,TMI-DT,TMI-RF,LineDP,Glance-MD,Glance-EA,Glance-LR
87,245,87,56,84,6,42,2,113,290,49
224,196,85,56,84,3,2,4,291,935,4
186,96,20,56,34,18,11,3,172,10,10
97,97,1,56,4,15,30,49,344,258,1
620,88,190,322,16,324,167,175,210,12,48
135,88,33,284,27,587,945,1387,1,1,1
140,284,1,14,1,3,43,7,95,35,2
141,286,1,16,1,6,90,10,115,21,11
143,288,1,15,1,8,15,3,141,425,9
278,261,39,735,26,2,56,176,308,1,79
408,269,2,88,2,169,26,35,140,861,161
261,263,24,293,6,222,20,8,207,411,294
5,485,25,384,1,1,276,70,114,156,6
16,719,12,107,16,5,126,1,3261,400,50
72,120,80,143,55,29,2,2,1349,3,387
72,119,17,128,18,382,56,3,289,52,4
73,119,21,56,29,5,21,35,592,719,39
692,119,60,29,67,2,17,64,1643,202,741
690,119,29,37,9,113,44,677,629,1709,52
254,212,6,656,145,173,44,385,572,26,33
221,219,24,412,3,130,11,778,334,272,13
576,1064,357,317,4,486,45,60,176,142,13
29,32,197,34,216,115,8,39,10,34,10
29,33,2,158,18,4,3,33,228,1272,10
131,38,1,124,36,63,34,45,160,153,7
178,38,7,187,7,5,14,26,465,459,11
134,38,5,192,5,30,1,46,546,165,104
141,41,2,161,26,2,11,46,158,267,7
135,40,87,163,35,65,10,77,251,164,13
123,40,8,179,1,58,15,5,111,180,22
126,38,31,252,182,51,83,139,5,186,5
89,39,28,243,3,18,41,2,1,16,1
577,259,5,243,61,8,28,3,2,1881,2
776,517,67,797,88,2,458,13,979,26,1169
1074,4139,41,171,40,61,1,86,539,223,109
240,9679,41,325,19,108,8,562,6849,384,213
258,9941,0,391,143,70,263,143,27354,6075,19
14161,10661,0,4203,0,438,181,73,43921,5835,594
112,102,155,47,65,1,75,2,8,8,8
121,18,1,122,30,11,49,2,7,7,7
106,62,36,79,2,42,105,1,40,40,40
96,164,22,23,108,41,43,5,44,44,44
148,96,69,23,1,28,3,65,101,485,112
263,97,23,23,1,23,22,28,281,53,53
279,173,39,23,1,69,23,42,359,14,78
200,249,353,368,529,160,23,152,264,706,9
202,278,79,80,24,56,4,85,107,170,2
200,279,12,403,25,2,56,281,376,2241,62
311,376,2,281,3,3,98,2,531,1670,239
210,778,111,106,129,40,35,77,56,370,36
273,132,3,13,3,26,2,37,107,13,28
327,133,118,245,171,191,312,398,458,148,92
355,92,4,143,8,25,56,100,80,12,44
608,46,9,96,4,25,53,5,313,321,6
24,3000,33,16,124,29,4,65,389,136,460
16,3002,5,78,17,360,1,81,469,64,4
21,3004,11,78,10,10,12,79,300,2685,2
21,752,48,34,18,24,46,36,4279,25,15
1237,3201,2,152,2,160,3,134,407,1692,1
1813,3199,38,900,31,60,159,54,144,5,1
2002,4449,11,645,23,69,339,368,518,473,486
2019,4397,33,339,33,51,68,114,824,184,25
1896,4100,33,116,29,6,53,84,1127,525,2
9,23,305,77,5,30,280,94,384,192,2
9,23,2,12,1,73,3,1,37,224,37
1159,294,550,55,548,139,45,1067,108,26,143
