,Glance-LR-5,Glance-LR-10,Glance-LR-15,Glance-LR-20,Glance-LR-25,Glance-LR-30,Glance-LR-35,Glance-LR-40,Glance-LR-45,Glance-LR-50,Glance-LR-55,Glance-LR-60,Glance-LR-65,Glance-LR-70,Glance-LR-75,Glance-LR-80,Glance-LR-85,Glance-LR-90,Glance-LR-95,Glance-LR-100
calcite-1.17.0,1,11,97,2,13,9,107,488,2,8,165,1,209,55,2,142,204,243,242,242
calcite-1.18.0,10,23,19,1,5,2,51,32,29,27,28,380,17,4,3,398,39,276,276,276
cassandra-0.8.6,8,11,31,144,19,11,2,87,4,65,98,93,3,1571,1564,1564,1564,1564,1564,1564
cassandra-1.0.9,119,5,8,45,24,85,320,49,82,40,28,58,21045,1737,1785,1785,1785,1785,1785,1785
cassandra-1.1.6,11,5,14,90,2,101,70,40,4,3,57,37,3,2473,79,79,79,79,79,79
cassandra-1.1.11,2135,174,332,23,166,6,233,58,104,285,13,30,314,23,42,42,42,42,42,42
cassandra-1.2.11,294,420,393,58,64,221,834,228,1071,26,1124,341,33,53,53,53,53,53,53,53
flink-1.6.0,184,53,35,886,673,36,92,319,316,621,37,791,256,48,15,626,626,626,626,626
groovy-1.5.5,33,79,108,88,116,525,2,346,498,1107,1301,63,3,95,2301,2321,2321,2321,2321,2321
groovy-1.6.0,110,4,263,28,14,387,2743,184,779,864,952,25,301,3,1370,1464,1508,1550,1592,1626
groovy-1.7.3,5,80,84,293,108,5,357,298,459,929,561,4,299,136,7,67,67,67,67,67
groovy-1.7.6,841,16,95,1,17,180,108,4,18,107,17,669,17,17,288,476,476,476,476,476
groovy-1.8.1,128,227,273,424,26,56,56,271,465,26,472,386,490,184,689,156,156,156,156,156
groovy-1.8.7,11,72,4,474,141,239,46,432,58,875,70,1280,4,451,4,897,897,897,897,897
groovy-2.1.0,185,1,559,302,1,1,505,16,766,1,1384,2989,949,1,18,18,18,18,18,18
groovy-2.1.6,59,144,201,296,182,81,469,60,603,326,209,287,247,12,39,19,19,19,19,19
groovy-2.4.4,143,4,90,5,99,4,128,4,70,4,85,4,86,4,669,5,5,5,5,5
groovy-2.4.6,40,4,78,10,9,52,105,11,70,26,249,15,63,742,24,5,8,8,1,1
groovy-2.4.8,32,56,5,272,5,5,144,251,57,5,154,1023,162,156,165,384,399,410,414,414
groovy-2.5.0,316,14,938,2144,87,1818,145,4791,2624,584,3206,3173,265,285,356,4985,5276,5567,5723,5723
groovy-2.5.5,1,19,18,10,7,6,1,172,1,3,67,6,2,47,62,205,5,5,5,5
hbase-0.94.5,108,42,320,90,3,312,596,35,502,43,911,93,38,2,70,89,89,89,89,89
hbase-0.98.0,95,66,26,322,68,120,200,788,9,10,935,18,27,9,490,195,254,255,255,255
hbase-0.98.5,126,162,5,1,16,7,85,166,47,1,1,8,167,214,48,53,20,20,20,20
hbase-0.98.11,77,9,5,43,111,2,41,85,7,294,36,35,179,2,72,1,20,20,20,20
hive-1.2.0,19,242,172,927,679,690,34,1054,32,3663,430,4413,671,33,1368,461,252,252,252,252
hive-2.0.0,190,625,210,1949,24,606,1312,3285,3,2754,2819,4851,2434,86,3188,63,63,63,63,63
hive-2.1.0,61,13,146,12,4,13,90,13,1,13,8,13,1,13,1132,688,12,12,12,12
ignite-1.4.0,1,62,32,26,107,6,6,22,6,58,811,24,1030,1,45,129,130,130,130,130
ignite-1.6.0,5,16,28,26,81,294,356,22,5,69,2,24,138,89,45,265,265,265,265,265
log4j2-2.1,42,16,8,27,2,2,69,5,28,2,15,120,2,757,3,4,4,4,4,4
log4j2-2.2,71,12,3,2,69,19,91,86,7,49,18,43,22,3,127,3,49,49,49,49
log4j2-2.3,3,16,3,3,76,115,3,33,1,4,3,163,22,68,11,3,49,49,49,49
log4j2-2.4,1,10,4,3,127,3,12,5,8,10,52,1,442,3,29,3,49,49,49,49
log4j2-2.5,1,1,12,47,39,87,32,33,2,1,10,40,13,66,336,154,49,49,49,49
log4j2-2.6,2,2,63,111,5,4,16,105,75,48,2,147,2,107,355,131,8,8,8,8
log4j2-2.7,2,1,2,1,2,2,2,2,2,1,1,1,1,261,14,1435,1505,1546,1572,1572
log4j2-2.8,16,53,2,13,2,37,2,4,2,2,16,27,6,7,9,48,48,48,48,48
log4j2-2.9,2,23,41,39,10,77,26,8,2,11,2,10,9,137,14,48,48,48,48,48
log4j2-2.10,2,20,104,10,8,110,9,1,20,9,23,93,20,23,14,48,48,48,48,48
mahout-0.4,79,65,5,73,96,23,147,279,75,79,45,139,5,522,30,462,9,9,9,9
mahout-0.5,1,90,44,70,101,7,149,90,59,161,128,532,145,23,101,398,42,43,43,43
mahout-0.6,51,177,106,3,293,73,95,55,79,294,11,1,19,18,77,1,159,159,159,159
mahout-0.7,61,120,124,1,13,150,181,2,83,6,96,2,149,202,3,558,486,486,486,486
mahout-0.8,316,403,135,350,38,20,20,31,161,50,470,924,381,850,5,284,442,442,442,442
mng-3.1.0,3,13,6,29,32,5,3,16,84,387,25,2,35,38,38,38,38,38,38,38
mng-3.2.0,8,3,5,15,4,3,5,16,41,4,5,4,35,32,32,32,32,32,32,32
mng-3.3.0,1,1,1,39,47,52,1,31,1,39,4,55,142,113,13,13,13,13,13,13
mng-3.5.0,33,108,90,120,5,44,425,24,403,741,182,419,15,14,15,15,15,15,15,15
mng-3.6.0,46,59,104,155,5,83,94,15,82,52,211,80,15,14,15,15,15,15,15,15
nifi-1.2.0,2,21,5,123,11,2,75,25,2,33,364,3,16,227,35,477,32,32,32,32
nifi-1.5.0,65,68,16,332,11,185,320,2,38,13,34,1,33,170,78,4,162,45,45,45
nifi-1.8.0,15,26,35,151,11,146,3,219,538,13,23,257,211,669,19,34,61,61,61,61
nutch-1.3,12,8,38,106,232,66,77,11,11,10,126,141,14,4,192,222,226,226,226,226
nutch-1.4,20,69,99,8,39,99,195,90,218,10,244,48,249,33,12,8,8,8,8,8
nutch-1.5,145,40,75,102,7,113,118,76,119,7,123,60,106,14,12,8,8,8,8,8
nutch-1.6,1,1,1,69,11,23,1,76,119,11,1,98,1,4,12,12,12,12,12,12
nutch-1.7,51,7,91,6,161,6,118,124,33,104,33,20,32,21,12,12,12,12,12,12
nutch-1.8,31,7,79,6,94,6,116,6,33,7,33,7,240,21,497,14,14,14,14,14
nutch-1.9,10,7,20,303,37,84,74,102,49,13,4,566,70,565,16,14,14,14,14,14
nutch-1.10,14,23,23,22,23,23,23,22,22,22,22,23,23,23,16,5,5,5,5,5
nutch-1.12,85,3,58,183,6,1,39,37,42,5,37,9,38,35,229,29,29,29,29,29
nutch-1.13,21,40,2,4,14,9,39,4,42,1,15,4,38,16,38,17,17,17,17,17
nutch-1.14,28,1,15,4,112,1,15,4,15,2,15,4,15,28,250,19,19,19,19,19
nutch-1.15,36,69,45,68,6,1,33,142,34,1169,5,5,336,5,115,14,14,14,14,14
storm-0.9.3,1,1,1,22,15,1,1,1,1,109,1,104,1,1,17,17,17,17,17,17
storm-1.0.0,57,43,136,654,7,1,169,1282,316,213,386,438,339,204,2,191,192,192,192,192
storm-1.0.3,346,196,145,134,512,462,236,534,158,19,41,171,44,1146,2,572,578,578,578,578
storm-1.0.5,19,82,174,190,135,228,73,369,397,594,108,549,126,11,2,2,2,2,2,2
tika-0.8,4,44,37,74,7,36,81,36,103,8,7,51,8,63,4,39,5,2,2,2
tika-0.9,12,31,14,34,15,3,4,12,4,7,7,11,8,27,6,39,5,2,2,2
tika-0.10,56,5,26,68,13,34,13,16,185,40,165,180,111,14,18,2,5,2,2,2
tika-1.1,19,3,27,16,62,60,1,16,33,44,165,3,32,17,1,12,15,15,15,15
tika-1.3,51,1,27,1,37,21,33,1,36,112,110,5,24,14,1,12,15,15,15,15
tika-1.5,8,106,81,118,2,35,210,22,2,53,297,99,34,14,1,12,15,15,15,15
tika-1.7,6,12,17,5,60,2,1,2,1,78,2,12,1,14,25,12,15,15,15,15
tika-1.10,63,22,2,3,13,1,168,148,285,9,19,23,375,93,427,3,91,91,91,91
tika-1.13,10,81,20,28,5,9,40,65,50,2,61,18,5,5,1,3,7,7,7,7
tika-1.15,30,36,173,118,58,295,92,132,156,62,148,124,54,79,151,3,329,329,329,329
tika-1.17,22,77,2,11,155,82,197,11,182,239,2,12,2,54,3,3,3,3,3,3
ww-2.0.5,2,111,1,15,6,33,1,35,165,36,1,64,57,13,7,143,143,143,143,143
ww-2.0.10,1,2,73,19,2,13,88,6,1,28,1,139,84,72,1,6,6,6,6,6
ww-2.1.1,1,36,11,107,9,5,12,65,1,92,99,83,2,72,3,2,2,2,2,2
ww-2.1.3,2,9,24,2,29,2,35,233,2,44,12,27,1,30,1,2,2,2,2,2
ww-2.1.7,1,11,25,17,6,174,56,2,3,6,3,105,26,30,1,2,2,2,2,2
ww-2.2.0,1,11,1,3,61,3,2,3,2,460,7,3,1,168,581,2,15,15,15,15
ww-2.2.2,2,1,5,133,4,10,1,7,7,4,2,276,15,7,2,2,15,15,15,15
ww-2.3.1,31,9,4,9,6,105,15,1,10,2,12,42,14,7,2,15,15,15,15,15
ww-2.3.4,14,12,87,2,5,5,98,9,29,15,154,79,26,7,91,5,15,15,15,15
ww-2.3.10,36,1,7,3,1,185,7,3,268,1,7,9,7,9,5,5,139,143,143,143
ww-2.3.15,81,51,43,7,148,76,43,7,42,1,45,7,42,1087,5,5,5,5,5,5
ww-2.3.17,86,2,2,5,79,52,176,280,20,486,2,320,140,1277,387,410,432,447,447,447
ww-2.3.20,2,46,2,4,6,52,885,4,2,25,2,4,1171,911,11,118,120,120,120,120
ww-2.3.24,2,2,2,4,20,64,353,39,2,2,2,161,10,15,128,131,131,131,131,131
zookeeper-3.5.1,107,8,55,1,61,45,61,116,48,2,60,1,67,65,18,5,5,5,5,5
zookeeper-3.5.2,77,28,73,24,91,65,103,48,102,37,60,64,67,108,44,393,395,395,395,395
zookeeper-3.5.3,89,25,66,221,36,417,53,140,207,143,741,517,67,25,326,1491,1491,1491,1491,1491
